way_id,psid
32610820,2179
32610819,2179
32610809,2179
32610786,2180
32610798,2180
32610857,2180
32610812,2180
32610810,2180
32610865,2180
32610864,2180
32610859,2180
32610821,2180
32610808,2180
32610804,2180
32610860,2180
32610802,2180
32610803,2180
35025899,2181
35574520,2181
35574528,2181
154342430,2181
29277485,2181
29277487,2181
57018042,2181
35026027,2181
32689099,2181
35025896,2181
35025897,2181
35025898,2181
34235472,2181
34235471,2181
34235470,2181
34235462,2181
34235468,2181
32610867,2182
154342423,2182
32610863,2182
32610862,2182
32610861,2182
29277488,2182
29277484,2182
29277482,2182
29277483,2182
154342424,2182
154342427,2182
29277481,2182
29277480,2182
29277486,2182
29277475,2182
29277476,2182
29277477,2182
29277478,2182
29277479,2182
29277489,2183
29277490,2183
34234480,2183
29277492,2183
29277491,2183
35574537,2183
34234389,2183
34234390,2183
34234403,2183
34234415,2183
29277474,2184
29277467,2184
29277465,2184
29277464,2184
29277463,2184
29277493,2184
24967990,2184
24967992,2184
24967995,2184
24968000,2184
29277473,2184
29277472,2184
29277471,2184
29277470,2184
29277469,2184
29277468,2184
29277496,2185
29277497,2185
29277498,2185
29277499,2185
25077523,2185
29277456,2185
29277466,2186
35574559,2186
92193630,2186
25077493,2187
25077503,2187
29277454,2187
29277455,2187
29277504,2187
25077489,2187
92193380,2187
29277452,2187
29277451,2187
29277453,2187
29277503,2187
28251154,446
28251155,446
28251166,446
28705786,446
28705799,446
28705798,446
28705803,446
28705804,446
28705810,447
28705807,447
28270653,447
28705809,447
28251151,447
28251152,447
28705782,447
28251153,447
35893741,448
35893742,448
28705780,448
28270648,448
28705815,448
28270650,448
28705770,448
28705771,448
28705769,448
28705772,448
28705818,448
28705820,448
28705322,449
28705319,449
52433786,449
105233037,449
28705793,449
28705792,449
28705795,449
28705969,449
28705790,449
28705966,449
28705785,450
28705791,450
28705794,450
28705778,450
28705796,450
28705801,450
28705784,450
28706431,451
28706428,451
28706423,451
24501201,451
24501202,451
24501214,451
35905072,451
28706422,451
28705967,451
52433785,452
24501022,452
24501026,452
43665288,452
24501271,452
24501199,452
24501207,452
24501208,452
24501270,452
24501200,452
24501027,453
24501033,453
24501028,453
24501210,453
24501218,453
24501114,453
24501217,453
24501203,453
24501034,454
24501213,454
24501293,454
24501035,454
24501294,454
24501297,454
35906291,454
24501292,454
28706432,455
24501299,455
24501298,455
24501303,455
35906288,455
35947779,455
36812538,455
35906287,455
35906289,455
24501295,455
24501300,455
24501301,455
35907242,455
24501296,455
35906290,455
28706429,456
28706424,456
28706425,456
24501215,456
24501212,456
24501302,456
24501211,456
24501205,456
24501206,456
24501204,456
28706426,456
35906302,457
35906310,457
35906307,457
35906308,457
35906309,457
35906311,457
35906300,457
35906305,457
35906304,457
35906306,457
35906303,457
35906301,458
35906297,458
35906295,458
28706453,458
28706448,458
35906299,458
35906298,458
36447951,458
36306985,458
35906294,458
35906293,458
35906292,458
28709139,459
28709137,459
28706445,459
28706442,459
28706443,459
36447952,459
28706435,459
28709147,459
28709143,459
28709135,459
28709138,459
28708830,460
28708834,460
28706485,460
28708828,460
88900154,460
28706484,460
28708791,460
28708790,460
28708789,460
28708826,461
28706483,461
109743496,461
88900133,461
28708806,461
89018694,461
89018696,461
88900149,461
28708824,461
88900159,461
28708804,461
28708802,461
28706482,461
28708493,461
28708821,462
88900183,462
28708801,462
89018671,462
88900187,462
88900190,462
28708813,462
28708797,462
28709151,462
28708817,462
28708815,462
89018691,462
28708800,462
28708799,462
28706479,463
28708788,463
28706470,463
172820033,463
28706469,463
28573117,463
28573120,463
28706481,463
28573122,463
91222857,463
28708488,463
89018690,463
89018693,463
28708803,463
28706459,463
28708515,464
28708787,464
28706454,464
28706472,464
28706471,464
89018697,464
89018686,464
89018681,464
91037807,464
89018692,464
28708505,465
28708512,465
28706456,465
28708513,465
28708514,465
28706473,465
28708511,465
28706468,465
28706439,465
28708509,466
28708508,466
28706474,466
187952576,466
28708497,466
28708499,466
89018695,466
28706475,466
89018673,466
44859508,2050
44856831,2050
90863711,2050
46620298,2050
46620302,2050
46620297,2050
36455492,2051
99241316,2051
92838680,2051
97795756,2051
30385721,2051
30385574,2051
30385573,2051
30385576,2051
99241323,2051
30385715,2051
30385716,2051
30385718,2051
30385585,2051
97795694,2051
30385692,2051
30385690,2052
30385689,2052
30385712,2052
30385719,2052
30385720,2052
30385693,2052
30385685,2053
30385903,2053
30385711,2053
30385615,2053
30385623,2053
30385683,2053
30385612,2053
30385888,2054
30350975,2054
30350967,2054
36455490,2054
30350946,2054
30385722,2054
36455488,2054
30350945,2054
35604176,2054
30350938,2054
30350937,2054
30350939,2054
30350940,2054
30350933,2054
30350932,2054
30385594,2055
30385588,2055
30385587,2055
35680164,2055
30350970,2055
30350968,2055
30385589,2055
30385590,2055
97795502,2055
30350976,2055
30350973,2055
30350972,2055
30385595,2055
30385591,2055
30385592,2055
30385695,2056
30385622,2056
30385705,2056
30385619,2056
30385621,2056
30385618,2056
30385707,2056
30385617,2056
30385604,2056
30385597,2056
30385609,2056
30385598,2056
30385610,2056
30385600,2056
30385893,2057
30385890,2057
30385891,2057
30385696,2057
30385697,2057
30385698,2057
30385892,2057
35667895,2057
35667891,2057
35667887,2057
35667879,2057
35667876,2057
92339611,2057
30385699,2058
35667907,2058
35667905,2058
30385700,2058
30385701,2058
34919678,2058
35667931,2058
45823093,2058
30385702,2058
34235547,2058
110176205,2058
32724381,2058
34235551,2058
35667934,2058
30350947,2059
30350951,2059
30350956,2059
30350953,2059
30350955,2059
35604142,2059
30350958,2059
35680160,2059
30350931,2059
34233958,2059
34233956,2059
94813999,2059
35667848,2060
92338672,2060
35036764,2060
35036762,2060
35667835,2060
35667831,2060
35035463,2060
35036763,2060
35036960,2061
35036959,2061
35036224,2061
35036215,2061
35036223,2061
35036220,2061
35036219,2061
35036956,2061
35036954,2061
35036955,2061
35036961,2061
35036443,2061
35028159,2061
35036442,2061
35559324,2061
35559315,2061
35559325,2061
47122318,2062
39129816,2062
39129821,2062
35042247,2062
35559645,2062
50548191,2062
35559673,2062
35559648,2062
39129819,2062
35559666,2062
34919679,2062
35575010,2063
35575020,2063
30350534,2063
35560034,2063
35560038,2063
30350543,2064
30350541,2064
30350540,2064
30350533,2064
30350546,2064
30350537,2064
30350539,2065
92337938,2065
30350542,2065
39129818,2065
35559724,2065
35559726,2065
35559602,2065
35559749,2065
35559736,2065
35559549,2065
34997483,2066
35559260,2066
35559265,2066
35559249,2066
34997477,2066
35977699,2066
36833767,2066
36833770,2066
36833771,2066
36833772,2066
35013121,2066
35013123,2066
35013119,2066
35013124,2066
35559330,2066
35559175,2066
50321646,2067
35574649,2067
35574647,2067
109503861,2067
28749227,2067
28749225,2067
29705378,2067
29418464,2067
107518771,2067
29128015,2068
29093500,2068
29093499,2068
29128005,2068
29128013,2068
29127991,2068
29128007,2068
29128006,2068
29127992,2068
39129807,2069
40703529,2069
39129809,2069
29093505,2069
29093503,2069
29127996,2069
29127995,2069
29127994,2069
29093506,2069
29128002,2069
29127997,2069
29128014,2069
123425269,2069
40607083,2070
30350528,2070
39129841,2070
39129842,2070
30350531,2070
30350529,2070
39129803,2070
30350517,2070
89489528,2070
30350530,2070
39129837,2070
39129804,2070
30350521,2070
30350523,2070
30350515,2070
30350520,2071
39129797,2071
30350532,2071
30350547,2071
30350536,2071
30350701,2072
30350525,2072
30350700,2072
35575080,2072
30350527,2072
30350526,2072
30350518,2072
107572769,2072
30350693,2073
30350691,2073
30350694,2073
30350699,2073
35575133,2073
40607104,2073
30350702,2073
35575131,2073
40608356,2073
35575130,2073
35575108,2073
35575103,2073
35575091,2073
35575088,2073
36455484,2073
107575336,2073
36455502,2074
44847649,2074
44847648,2074
35604046,2074
35604040,2074
35604029,2074
94501541,2074
35604025,2074
36455506,2074
36455505,2074
30415234,2074
36455504,2074
36455497,2074
35604073,2074
35604071,2074
36455483,2075
36455491,2075
30350943,2075
30350941,2075
35070703,2075
35068969,2075
35068936,2075
30350944,2075
35074116,2075
35074117,2075
35070704,2075
35604095,2075
35604086,2075
36455496,2075
34234039,2075
36455495,2075
34234035,2075
35604084,2075
35068951,2075
30415222,2076
30415223,2076
30415235,2076
30415232,2076
30415228,2076
30415233,2076
30415224,2076
30415226,2076
30415225,2076
30415227,2076
36455499,2076
51248316,3345
52879900,3346
27872489,485
27867780,485
27867776,485
27867784,485
27867782,485
27867783,485
86531686,485
88126853,486
84503557,486
84503558,486
42371376,486
92499626,486
88069483,486
42371383,486
75397799,486
30425977,487
30425978,487
30425983,487
30425982,487
30425981,487
30425979,488
30425644,488
30425980,488
66595843,488
66595840,488
30425643,489
75392728,489
75392187,489
75392717,489
30425641,490
30425703,490
30425642,490
30425702,490
52477199,490
30425696,490
52477083,490
52477086,490
30425697,490
30425698,490
30425699,490
30425700,490
50292826,490
30425695,490
30425996,490
30425688,491
30425685,491
30425687,491
30425692,491
30425689,491
30425691,491
30426009,491
30425683,491
30425684,491
30426011,491
30425686,491
30425694,491
30426012,491
28829058,491
30425999,491
30426001,491
52477082,491
30426005,491
30425618,492
30425620,492
30425629,492
30425705,492
30425627,492
30425639,492
30425704,492
30425640,492
80440785,492
80201748,492
30425607,492
30425615,492
30425617,492
30425610,492
30425606,492
30425609,492
30425612,492
30425613,492
30425649,493
30425652,493
30425648,493
30425653,493
30425990,493
30425645,493
30425646,493
30425647,493
30425651,493
30425970,493
30425655,493
30425969,493
66597047,493
30425654,493
30425971,493
30425660,494
30425656,494
30425657,494
30425659,494
30425658,494
30425988,494
30425989,494
30425623,494
30425662,494
30425661,494
30425633,494
30425630,494
30425665,494
30425664,494
30425663,494
27867781,495
27867793,495
27846833,495
27868457,495
27867792,495
27867791,495
27846835,495
27843260,495
27841416,495
27841170,495
27843258,495
27843259,495
27867786,495
27867798,495
27867797,495
27867789,495
27867788,495
27867787,495
27867794,496
27867795,496
27870053,496
82293813,496
27870054,497
27870056,497
27870057,497
27870071,497
27870061,497
82293825,497
30425975,497
27870062,497
30425974,497
75390683,498
75391332,498
75391337,498
27870067,498
27870068,498
27870069,498
75390674,498
75390675,498
75390670,498
30425672,499
75390677,499
66600265,499
30425676,499
30425680,499
30425679,499
30425678,499
30425677,499
28103237,500
48373955,500
28103236,500
48373957,500
48373956,500
48373952,500
27945573,500
28828638,501
28103244,501
28103265,501
28103266,501
27618790,502
27619410,502
27945485,502
27619412,502
27619413,502
28086022,502
28086031,502
28086024,502
27883045,502
28086027,502
52476892,502
28086020,502
27945489,502
28065760,503
92161830,503
28829050,503
28065824,503
28829052,503
28829055,503
28829056,503
92161827,504
50292895,504
42369980,504
50292894,504
42369982,504
35668594,504
80872864,504
28829038,3257
28781266,505
28781265,505
28781264,505
28781263,505
28781261,505
28781260,505
106312441,505
28781271,505
28781270,505
28781269,505
28781268,505
28781275,505
125622577,506
125622579,506
28781278,506
28781276,506
28781280,506
28781345,506
28781344,506
106445335,506
97851879,506
28781274,506
28781283,506
28781346,507
28781256,507
28781258,507
28781254,507
28781257,507
28781255,507
99115063,507
28781259,507
49260516,507
28781253,507
28781219,508
49260517,508
28781223,508
28781222,508
28781252,508
28781225,508
28781220,509
28781221,509
28781250,509
49260514,509
28767416,509
49260523,509
28767414,509
49260522,509
28767415,509
28781248,509
49260518,509
28781251,509
28767408,510
28781247,510
28781249,510
49260519,510
28781237,510
104311677,510
28781244,510
28767413,510
104311682,510
28767410,510
28767409,510
28767418,510
28767407,510
55218715,510
28767419,510
28767435,511
28767421,511
28767423,511
28767424,511
28767428,511
28767433,511
28767432,511
28767431,511
28781233,511
28781234,511
28781230,511
28781231,511
28781229,511
28767420,511
28781241,511
28781240,511
28781239,511
28781238,511
28767429,511
28811747,512
28811748,512
28811745,512
28811749,513
28811761,513
103950441,513
27652777,513
28811755,514
37953578,514
99373837,514
27652856,514
28813147,515
28813158,515
28813150,515
28812155,516
28812153,516
28812154,516
28812160,516
28812152,516
28812159,517
28812158,517
28812156,517
37953587,517
37953583,517
27652776,518
28812146,518
37953584,518
37953586,518
42390971,519
42390970,519
42390962,519
42390963,519
42390961,519
42390964,519
42239777,519
42239776,519
42239775,519
40020387,519
42390966,519
42390967,519
42239767,519
42239769,519
42239770,519
49488383,519
42239772,519
42239773,519
40020403,519
42390952,520
42390953,520
42390824,520
42390957,520
42390958,520
42390950,520
42390825,520
42390951,520
42390826,520
42390954,520
42390827,520
42390956,520
42390831,520
83144378,520
42390832,520
42390830,520
54280183,520
42390823,521
42390829,521
42390822,521
42390809,521
42389604,521
42389605,521
42390820,521
42390813,521
28836554,522
42389599,522
42389598,522
42390803,522
85910020,522
42390801,522
42390802,522
44816140,522
42388871,522
42389997,522
42390811,523
42390810,523
36447881,523
36447879,523
36447878,523
36447877,523
42390806,523
42390812,523
42390805,523
36447889,523
36447890,523
42388874,524
36447883,524
36447892,524
40083784,524
42388876,524
40083796,524
42388875,524
40083799,524
40083800,524
36447885,524
36447884,524
36447882,524
36447891,524
36447887,524
36447886,524
36447888,524
36447875,525
36447857,525
42388866,525
42293960,525
36447873,525
36447871,525
36447872,525
42293961,525
42388868,525
42293962,525
42293758,526
28195907,526
28195905,526
28195909,526
28195910,526
42236554,527
42236549,527
36447858,527
42390975,527
42236550,527
42236551,527
42236150,527
42236149,527
41978698,527
36447853,527
36447854,527
36447852,527
36447851,527
36447868,527
36447855,527
36447850,527
42293963,527
42390974,527
36447874,527
42236169,528
42236170,528
42236165,528
42236161,528
42236160,528
42236159,528
40020404,528
42236168,528
42236167,528
26234790,528
42236162,528
42236163,528
42236164,528
42236171,528
42236156,528
42236154,528
40020406,528
42236547,528
40020372,528
42236548,528
42236158,528
42236157,528
143525660,529
42293746,529
42239347,529
143525661,530
38748059,530
42238840,530
42238814,531
42238807,531
42238843,531
28195908,532
28195896,532
28195897,532
28195894,532
28195961,532
28195912,532
28195911,532
28195892,532
28195900,532
28195903,532
153227330,533
153227331,533
28195884,533
42238819,533
42238805,533
36447844,534
36447843,534
44661135,534
36447842,534
36447865,534
36447864,534
36447846,534
36447867,534
36447847,534
36447848,534
36447845,534
36447863,534
36447856,534
36447862,534
36447849,534
28195605,534
42236557,535
42236556,535
28195577,535
28195576,535
28195578,535
28195580,535
42236558,535
42236559,535
36447859,535
28195562,535
36447860,535
28195561,535
36447861,535
28195560,535
96022257,535
96022254,535
96022228,535
28195555,536
42234830,536
28195575,536
28195567,536
28195554,536
28195553,536
28195552,536
28195551,536
28195573,536
28195572,536
28195564,536
28195565,536
28195559,537
28195557,537
28195556,537
28195581,537
28195549,537
28195548,537
28195595,538
28195586,538
36448661,538
94433344,538
94433402,538
28195591,538
46846787,539
28195570,539
28195568,539
42235157,539
28195604,539
28195547,539
28444271,540
42235160,540
28444272,540
28444268,540
42385741,540
57741926,540
42385740,540
54571607,540
28444122,540
28444123,540
28444119,540
105073327,541
24569351,541
36448670,541
42239766,541
44662022,541
28195588,542
36448668,542
36448667,542
36448669,542
28195598,542
28195597,542
36448662,542
28444267,543
28444264,543
28444265,543
28444273,543
28444274,543
40550747,3258
50239468,10
52977929,10
32616437,10
53156463,10
53016594,10
53016595,10
182729836,10
32616452,10
45768165,10
52977918,10
51560047,10
51560048,10
51560046,10
53096250,10
52504838,10
53156468,10
38565112,10
53096256,10
52977930,10
45768175,10
45768164,10
52977857,10
53096240,10
52387416,11
49009874,11
49009881,11
45779028,11
46096646,11
46096645,11
52404049,11
45779029,11
46096561,11
46096555,11
46096547,11
53088951,11
46096548,11
53088931,11
53088962,11
45778896,11
45778883,11
45778886,11
129749078,11
52889915,11
45778888,11
46096634,11
45778891,11
53088937,11
39690578,11
53088933,11
46096532,11
46096542,11
32616445,12
53027156,12
53027155,12
53027153,12
53027154,12
53027133,12
53016616,12
53016577,12
45257663,12
53027141,12
53016617,12
53016620,12
45257713,12
45257695,12
53027161,12
45256546,12
45256541,12
45256532,12
45260863,12
45777816,12
45256547,12
53027170,12
53027163,12
53027167,12
31724112,12
45256569,12
45256549,12
45256553,12
45256568,12
45256550,12
45256554,12
45256537,12
52825803,13
52825801,13
45402045,13
45402047,13
52749688,13
52749543,13
52749537,13
52749566,13
31724084,13
52805418,13
45402027,13
52825787,13
52825789,13
52825804,13
52749629,13
52825802,13
45402053,13
31724072,13
45402057,13
31724071,13
31724122,13
45402038,13
45402039,13
45402040,13
52749568,13
52749576,13
52749571,13
45402056,13
52813165,13
52769689,13
45402034,13
45402036,13
45402037,13
52825808,13
128202726,14
45130016,14
45129997,14
45130524,14
45130003,14
45130525,14
45130004,14
45130005,14
45130527,14
45130006,14
45130528,14
45130008,14
45129976,14
45129973,14
45129990,14
45129995,14
45129999,14
45130001,14
45130010,14
45130009,14
45129982,14
45129980,14
45129981,14
45402029,14
45130540,14
45402030,14
45402031,14
45130537,14
45402032,14
31724082,14
45130535,14
31724081,14
45402013,14
45130534,14
45130533,14
45130530,14
45130532,14
45130544,14
34319559,14
45129994,14
42503335,15
42503339,15
42503294,15
42503296,15
31724120,15
42503274,15
42503302,15
42503348,15
42503344,15
174347466,15
42503307,15
42503406,15
42503398,15
52823292,15
52823293,15
42503370,15
42503382,15
42503389,15
42503392,15
42503393,15
42503401,15
42503280,15
42503278,15
42503277,15
42503275,15
42503318,15
42503320,15
42503323,15
31724115,15
42503317,15
42503327,15
42503325,15
31724116,15
42503363,15
41084349,16
41084355,16
41084354,16
41084307,16
37735417,16
53048052,16
53048053,16
111805889,16
40859438,16
40859441,16
40859999,16
40859998,16
40859445,16
40859420,16
40859988,16
40859989,16
53048047,16
53048046,16
40859439,16
40859432,16
41084334,16
41084337,16
41084338,16
41084344,16
40859426,16
40859433,16
40859429,16
40859442,16
40859423,16
40859422,16
40446717,17
40446718,17
42503893,17
42503894,17
40446972,17
40446971,17
40446966,17
40446965,17
40446963,17
53077297,17
108414977,17
40446730,17
40446732,17
40446968,17
40446964,17
40446727,17
40446716,17
40446962,17
40446733,17
42503898,17
40445950,18
38026861,18
40445990,18
40445998,18
27705815,18
28258915,18
40859068,18
62405344,18
29047098,18
40445979,18
40445982,18
39726337,18
39726338,18
40445974,18
40859084,18
29013237,18
40445972,18
40445969,18
130854452,19
90099068,19
45767517,19
45831275,19
45831276,19
47238927,19
45831274,19
45831272,19
47239035,19
45767513,19
79887493,19
131196654,19
111652525,19
43321797,19
30004071,19
30004016,19
130854453,19
45767504,19
30004169,19
39254480,19
175084596,20
175084598,20
175084601,20
35693494,20
34319603,20
130854461,20
130854460,20
49902512,20
178154720,20
49902772,20
49902524,20
49902530,20
34319601,20
53048055,20
38543883,20
38544290,20
38544291,20
131191669,20
49903017,20
141781946,21
47713740,21
47713742,21
47713744,21
52794177,21
52794164,21
47665696,7
45111250,21
42692860,21
52769715,21
56448644,21
34319557,21
47713738,21
42692857,21
34319556,21
172022978,22
172022980,22
172022982,22
172022984,22
35693463,22
172022987,22
139452109,22
35693450,22
35683836,22
45545715,22
175084601,22
175776141,22
35693446,22
35693444,22
175776158,22
150957546,22
150957541,22
108476235,22
150957552,22
35683833,22
35693536,22
35683834,22
35683809,22
178057021,23
178057022,23
35693502,23
130854465,23
130854475,23
34319605,23
34319606,23
34319599,23
34319614,23
34319613,23
34319640,23
35693506,23
35693504,23
45767520,23
53150987,24
42692906,24
45831442,24
131173269,24
131173270,24
45767826,24
45831444,24
131173272,24
45831629,24
34319607,24
38543715,24
131173259,24
42692905,24
53150970,24
49902520,24
34319608,24
34319609,24
79683955,24
130855521,25
131175181,25
131175189,25
193066784,25
34319620,25
53367608,25
42692920,25
131175185,25
45767828,25
53162064,25
34319625,25
45767826,25
130855520,25
53884030,25
60911204,25
52313280,25
34319622,25
52313273,25
34319624,25
42692921,25
34319634,25
60911160,25
45767830,25
34319627,25
42692922,26
42692923,26
48295390,26
30132604,1116
48274534,26
48274755,26
49404698,26
42692901,26
52587945,26
131175179,26
114131047,26
52313283,26
49516564,26
131175194,26
131175191,26
52313272,26
34319618,26
130855517,26
52313271,26
42692913,26
42692914,26
49516307,26
35683822,27
60903440,27
65426595,27
131487133,27
131487134,27
108804962,27
108804961,27
39254943,28
130862593,28
200011697,28
130862594,28
130862970,28
60911168,28
108804984,28
49516384,28
130862154,28
130862142,28
39254938,29
37975544,29
49919671,29
49921381,29
82531807,29
130861045,29
92409748,29
49406293,29
49405853,29
49406724,29
49406722,29
48133747,29
52024872,29
50659689,29
49406726,29
48239552,29
39254940,30
49590992,30
52441936,30
131014267,30
52442033,30
53513035,30
54057288,30
53513036,30
49354468,30
49354469,30
131014253,30
131014255,30
131014272,30
42692925,31
111652506,31
41143610,31
111652518,31
111652556,31
111652540,31
34319631,31
111652516,31
54057320,32
54057265,32
54057287,32
54057307,32
54057280,32
98572751,32
54057303,32
54057309,32
54057316,32
39254954,32
39254966,32
39254965,32
39254963,32
39254962,32
54057295,32
81355778,33
131014285,33
82532210,33
54057293,33
131110650,33
112862524,33
131014268,33
39254956,33
39254958,33
39254960,33
130979747,33
48899469,34
48899470,34
45767914,34
39254949,34
28449961,34
97660597,34
97660596,34
87557152,35
87557175,35
87557170,35
39254442,35
39254521,35
47067464,35
87557167,36
42987790,36
47067458,36
42987810,36
47067465,36
47067466,36
47067460,36
47067463,36
42987753,37
42987752,37
42987762,37
46833461,37
42987756,37
42987757,37
46833460,37
42987761,37
42987760,37
42987759,37
28413041,228
28413092,228
28413089,228
28412978,228
28412976,228
28449951,228
28413044,228
28413043,228
28413045,228
28413094,228
28318182,229
28318181,229
28318180,229
28318179,229
28318178,229
28318183,229
28318175,229
28318176,229
28318177,229
28318039,229
28318038,229
28318037,229
28318031,230
28318032,230
28318045,230
28188590,230
82251805,230
28318028,230
28318029,230
28395373,231
28377772,231
28377773,231
28377774,231
28377775,231
28137352,231
26757734,231
26757711,231
82251799,232
120709776,232
82251813,232
120709772,232
28163168,232
186574843,232
120709780,232
120709773,232
181022316,232
27563733,233
26757597,233
26757603,233
26757614,233
26757629,233
26750889,233
28377730,234
26757766,234
28377729,234
26757763,234
26757760,234
26757757,234
28137348,234
28137350,234
28137351,234
26757816,234
26757789,234
28377771,235
28395365,235
28395364,235
28377737,235
28377734,235
28377733,235
28377732,235
28377731,235
28575702,235
175938362,235
28395363,235
28395362,235
175938360,235
28377740,235
28395361,235
28575703,236
28575667,236
28575668,236
29369614,236
29369615,236
28575676,237
28575675,237
28575669,237
28575670,237
28575671,237
28575672,237
28575673,237
28575701,237
28575698,237
28575699,237
29369613,237
28575678,237
28575677,237
28575689,237
28575688,237
28575683,238
28575685,238
28575687,238
28575680,238
28575693,238
28575692,238
28575691,238
28575690,238
28756122,239
28756121,239
28678589,239
28678590,239
28495163,239
40916801,239
41657206,239
28495149,239
28773777,239
28514173,240
28514174,240
28514176,240
28773778,240
167733970,240
28678625,240
28495162,240
28678624,240
28773771,240
28678641,241
28678642,241
28678639,241
28678640,241
28773770,241
28194054,241
28767874,241
28194055,241
28191176,242
28789744,242
28194391,242
28194393,242
28194394,242
28194395,242
28194390,242
28194384,242
28194062,242
28191173,243
28191172,243
28191171,243
28194590,243
28191177,243
28191178,243
28191175,243
28191165,243
28194388,243
28194588,243
28194286,243
28191174,244
28191164,244
28461794,244
28461796,244
28194285,244
28194589,244
28194284,244
28476043,245
28476042,245
28476044,245
28476045,245
28461423,245
28475449,245
28475447,245
28475448,245
28475450,245
28461680,245
103906543,245
28461798,245
28413114,246
28444421,246
28461399,246
28461398,246
28413091,246
28413090,246
28678614,3241
38749499,247
161938725,247
38749503,247
38749504,247
52098943,247
38749500,247
38749507,247
38749501,247
38749502,247
38749506,247
38749505,247
38749495,247
38749497,247
38749496,247
38749510,247
36499842,247
38749509,247
52098944,248
